,Country,EdLevel,YearsCodePro,Salary
66402,9,2,11.0,33600.0
66403,17,0,12.0,172667.0
66404,9,1,6.0,41616.0
66406,5,0,23.0,69318.0
66407,16,0,2.0,28721.0
66409,6,2,10.0,15480.0
66411,3,1,2.0,54659.0
66414,17,2,12.0,109318.0
66415,3,0,15.0,78084.0
66416,17,1,10.0,200000.0
66419,3,1,15.0,114003.0
66423,17,1,10.0,150000.0
66424,17,0,3.0,63500.0
66426,5,1,24.0,102372.0
66428,9,2,2.0,15372.0
66430,9,2,2.0,12936.0
66431,2,0,9.0,75000.0
66433,9,2,25.0,60000.0
66434,16,0,6.0,129409.0
66435,7,1,12.0,55455.0
66436,17,0,10.0,115000.0
66440,17,0,12.0,200000.0
66441,17,1,1.0,40000.0
66442,13,2,15.0,85320.0
66443,17,0,12.0,138000.0
66444,17,0,5.0,185000.0
66445,17,0,41.0,200000.0
66446,9,0,9.0,54960.0
66447,17,0,6.0,110000.0
66448,17,2,5.0,140000.0
66450,17,0,20.0,190000.0
66451,17,0,20.0,142000.0
66452,3,1,12.0,93701.0
66453,17,0,9.0,155.0
66456,9,1,4.0,5472.0
66457,17,0,24.0,144200.0
66461,2,0,9.0,44868.0
66463,17,1,18.0,120000.0
66464,17,0,20.0,130000.0
66468,9,0,43.0,132720.0
66470,17,3,19.0,142000.0
66475,9,1,24.0,88150.0
66476,17,0,27.0,145000.0
66477,9,0,4.0,10000.0
66479,17,0,8.0,89000.0
66480,17,2,25.0,500000.0
66481,6,0,6.0,29664.0
66484,17,0,2.0,95000.0
66487,9,0,12.0,120000.0
66488,17,0,3.0,38400.0
66493,17,0,5.0,36000.0
66496,17,0,1.0,55000.0
66497,17,0,2.0,80000.0
66498,16,2,3.0,42717.0
66499,17,0,2.0,62000.0
66500,2,0,11.0,12.0
66501,5,2,10.0,106644.0
66502,11,1,3.0,41556.0
66504,17,1,24.0,108000.0
66505,7,2,21.0,422304.0
66506,5,0,10.0,106644.0
66507,17,0,4.0,126500.0
66508,17,0,14.0,17000.0
66509,17,0,2.0,130000.0
66511,17,0,2.0,95000.0
66514,17,0,12.0,300000.0
66517,17,0,2.0,120000.0
66518,17,0,4.0,120000.0
66519,17,3,24.0,112000.0
66520,15,0,6.0,12780.0
66522,9,2,6.0,10236.0
66523,2,1,6.0,41547.0
66524,17,0,8.0,160000.0
66528,11,1,0.5,12468.0
66530,12,0,7.0,281544.0
66531,17,1,6.0,131500.0
66532,5,1,3.0,59720.0
66533,2,1,7.0,42372.0
66534,16,1,2.0,42216.0
66535,9,0,5.0,9780.0
66536,17,2,5.0,102250.0
66539,17,1,8.0,160000.0
66542,9,1,35.0,50832.0
66543,12,1,15.0,23462.0
66547,17,0,3.0,140000.0
66548,2,1,13.0,18696.0
66551,17,0,7.0,93000.0
66554,9,2,12.0,85315.0
66555,9,0,13.0,68832.0
66557,17,1,6.0,231000.0
66558,9,0,9.0,58500.0
66563,9,2,8.0,44796.0
66567,17,1,7.0,130000.0
66568,17,0,3.0,400000.0
66572,5,2,2.0,57588.0
66577,5,1,3.0,44796.0
66580,7,1,3.0,64733.0
66581,17,0,19.0,230000.0
66583,17,0,3.0,120000.0
66585,12,1,2.0,21329.0
66587,5,2,13.0,74651.0
66589,17,0,25.0,210000.0
66591,8,0,4.0,56304.0
66592,17,0,4.0,132000.0
66594,17,2,1.0,708000.0
66595,17,0,1.0,80000.0
66596,12,3,4.0,63986.0
66598,17,2,22.0,135000.0
66599,9,0,12.0,21329.0
66609,9,2,3.0,20400.0
66610,17,2,18.0,175000.0
66613,17,2,14.0,380000.0
66614,17,0,3.0,86000.0
66615,17,1,0.5,82000.0
66616,2,3,14.0,44868.0
66622,17,0,32.0,160000.0
66623,0,1,22.0,127388.0
66625,17,2,10.0,200000.0
66629,10,2,22.0,41628.0
66630,17,0,17.0,175000.0
66631,17,0,3.0,105000.0
66632,3,0,23.0,132743.0
66635,9,2,11.0,78828.0
66637,2,0,2.0,4980.0
66638,9,2,10.0,54683.0
66639,17,0,15.0,200000.0
66640,9,2,5.0,28794.0
66642,17,2,24.0,185000.0
66645,17,0,18.0,200000.0
66647,17,1,3.0,127000.0
66651,17,0,11.0,140000.0
66656,15,0,12.0,31572.0
66657,13,0,11.0,60948.0
66658,17,0,4.0,230000.0
66660,5,1,21.0,101312.0
66661,17,0,7.0,135000.0
66662,9,1,1.0,6936.0
66663,4,1,17.0,63986.0
66665,17,2,12.0,106000.0
66667,9,0,0.5,38600.0
66668,7,0,7.0,627060.0
66670,17,2,30.0,450000.0
66671,17,0,15.0,130000.0
66672,17,0,16.0,255000.0
66673,2,0,6.0,18696.0
66674,5,2,0.5,59720.0
66677,17,2,21.0,240000.0
66679,17,2,10.0,250000.0
66680,17,0,0.5,200000.0
66681,9,0,10.0,59187.0
66682,4,2,3.0,49056.0
66683,9,2,7.0,77779.0
66684,17,0,10.0,280000.0
66687,9,3,5.0,49896.0
66689,0,0,16.0,99080.0
66691,4,2,4.0,36792.0
66692,17,2,0.5,90950.0
66693,10,0,10.0,69372.0
66698,5,0,18.0,88514.0
66700,3,3,42.0,66372.0
66702,17,2,12.0,200000.0
66704,7,1,9.0,136504.0
66706,4,2,22.0,95979.0
66708,17,2,24.0,220000.0
66710,17,3,5.0,34000.0
66711,9,0,17.0,480480.0
66715,17,2,22.0,135000.0
66716,17,2,12.0,140000.0
66717,7,2,7.0,671856.0
66718,17,1,19.0,250000.0
66722,17,0,6.0,115000.0
66723,3,2,16.0,104633.0
66725,9,1,24.0,41817.0
66727,17,2,2.0,75171.0
66728,17,1,30.0,93720.0
66731,17,2,8.0,170000.0
66733,17,2,4.0,120000.0
66734,9,0,0.5,4800.0
66735,17,0,3.0,425000.0
66740,5,3,20.0,63986.0
66742,17,0,26.0,110000.0
66744,16,0,4.0,107924.0
66745,17,0,28.0,132000.0
66746,17,2,28.0,175000.0
66749,9,0,10.0,127619.0
66752,6,0,3.0,12897.0
66753,9,2,7.0,67550.0
66759,17,2,20.0,118200.0
66763,17,0,7.0,170000.0
66766,17,2,7.0,147000.0
66768,17,0,5.0,95000.0
66772,5,2,6.0,47990.0
66773,9,2,20.0,60216.0
66774,0,0,8.0,56617.0
66777,6,0,5.0,19350.0
66781,11,1,2.0,23280.0
66785,17,2,29.0,154700.0
66790,5,2,22.0,95979.0
66795,17,1,23.0,165000.0
66798,17,0,5.0,135000.0
66800,9,0,11.0,112920.0
66802,16,0,0.5,70358.0
66805,5,2,12.0,58654.0
66807,9,2,3.0,77436.0
66811,17,0,1.0,101000.0
66813,3,1,20.0,101509.0
66815,0,1,32.0,169851.0
66816,9,0,1.0,5280.0
66817,17,0,10.0,160000.0
66818,17,0,5.0,75000.0
66819,17,0,36.0,150000.0
66820,17,3,1.0,95000.0
66821,9,2,10.0,124447.0
66825,0,3,6.0,77848.0
66827,17,2,5.0,170000.0
66828,15,0,10.0,75000.0
66829,2,0,13.0,49860.0
66832,17,0,6.0,110000.0
66836,5,0,8.0,99816.0
66837,5,1,10.0,90647.0
66838,17,0,6.0,136000.0
66839,17,3,23.0,158000.0
66840,2,2,17.0,120000.0
66842,9,2,27.0,86850.0
66847,17,1,3.0,77000.0
66848,17,0,15.0,300000.0
66849,15,1,20.0,18792.0
66850,0,1,20.0,283084.0
66851,9,1,9.0,117629.0
66853,17,1,0.5,64000.0
66854,9,0,17.0,130597.0
66855,3,0,10.0,89797.0
66859,17,2,9.0,317000.0
66860,3,0,25.0,89797.0
66862,17,1,1.0,125000.0
66864,6,0,3.0,154764.0
66869,17,0,10.0,200000.0
66870,16,1,36.0,80912.0
66871,3,0,6.0,167881.0
66874,17,0,5.0,101000.0
66875,3,2,8.0,140551.0
66878,17,0,15.0,160000.0
66881,17,0,6.0,130000.0
66888,16,2,24.0,502550.0
66890,9,0,3.0,41892.0
66892,8,0,14.0,63984.0
66893,15,0,0.5,12856.0
66894,3,0,34.0,101509.0
66896,17,0,12.0,130000.0
66898,17,2,10.0,124000.0
66899,3,0,10.0,124935.0
66901,17,0,5.0,936000.0
66904,17,0,9.0,101000.0
66906,9,0,30.0,50972.0
66909,3,3,18.0,89797.0
66910,0,2,10.0,99080.0
66912,9,0,20.0,96500.0
66913,9,0,4.0,12504.0
66915,9,1,3.0,38388.0
66916,9,3,25.0,12.0
66917,17,1,3.0,135000.0
66919,3,2,15.0,105414.0
66921,17,2,2.0,102000.0
66923,17,1,46.0,180000.0
66925,9,0,2.0,3684.0
66929,9,1,21.0,40140.0
66931,9,0,4.0,101945.0
66935,2,2,2.0,19944.0
66940,17,0,2.0,36000.0
66941,9,0,3.0,6144.0
66943,9,0,0.5,264.0
66945,17,3,36.0,240000.0
66946,9,2,2.0,42045.0
66947,2,0,5.0,22932.0
66948,9,0,10.0,35880.0
66949,17,2,6.0,93000.0
66950,16,0,4.0,113075.0
66952,9,0,10.0,42144.0
66954,3,0,0.5,46850.0
66957,17,0,9.0,150000.0
66958,17,0,5.0,175000.0
66959,3,1,16.0,107756.0
66960,11,0,5.0,41556.0
66961,6,3,16.0,13932.0
66962,17,2,10.0,250000.0
66963,17,2,1.0,135000.0
66965,3,0,7.0,97605.0
66966,2,0,8.0,29706.0
66970,9,0,11.0,13668.0
66971,3,2,10.0,152264.0
66972,6,0,8.0,16766.0
66975,17,2,13.0,163782.0
66978,9,1,16.0,26661.0
66990,17,0,1.0,50000.0
66991,9,0,3.0,38820.0
66993,9,0,1.0,22248.0
66994,9,3,11.0,54893.0
66995,5,0,5.0,110403.0
66997,0,2,30.0,70771.0
66998,3,0,6.0,85893.0
67007,0,0,20.0,212313.0
67009,9,3,7.0,10721.0
67013,0,2,19.0,70771.0
67014,17,2,21.0,138000.0
67016,9,0,3.0,17261.0
67017,17,1,1.0,55000.0
67018,17,0,2.0,90000.0
67022,0,0,5.0,80850.0
67023,17,1,15.0,200000.0
67031,17,0,19.0,160000.0
67034,5,1,3.0,38388.0
67038,17,0,10.0,140000.0
67039,9,2,27.0,45883.0
67041,9,0,8.0,62500.0
67042,9,2,28.0,75863.0
67043,6,2,11.0,83832.0
67048,6,0,10.0,18056.0
67051,0,0,13.0,127388.0
67053,6,0,0.5,3492.0
67056,9,1,2.0,7764.0
67057,17,0,0.5,60000.0
67058,3,2,11.0,156168.0
67059,0,0,34.0,176928.0
67061,17,0,0.5,100000.0
67062,9,1,1.0,8976.0
67063,6,0,5.0,16766.0
67068,6,0,3.0,8383.0
67069,2,0,9.0,37392.0
67076,5,3,10.0,76783.0
67077,11,2,18.0,83124.0
67079,9,1,25.0,540.0
67081,6,0,2.0,7738.0
67082,13,3,17.0,79231.0
67087,11,1,15.0,41556.0
67088,17,1,16.0,134000.0
67092,9,2,9.0,56940.0
67093,16,1,20.0,153280.0
67095,17,3,24.0,250000.0
67096,5,1,8.0,79983.0
67102,8,0,13.0,91714.0
67103,5,2,28.0,68252.0
67106,5,2,2.0,47990.0
67110,6,0,5.0,6192.0
67111,6,0,0.5,5159.0
67112,9,2,5.0,27984.0
67113,9,0,11.0,2436.0
67114,17,0,2.0,99686.0
67115,5,0,10.0,111976.0
67117,5,2,8.0,89581.0
67118,9,0,3.0,62844.0
67122,9,2,18.0,85315.0
67124,9,0,3.0,34068.0
67128,8,3,20.0,138637.0
67130,0,0,7.0,99080.0
67132,6,0,0.5,516.0
67135,6,0,2.0,4514.0
67139,13,0,13.0,65820.0
67140,9,0,22.0,58164.0
67143,4,3,20.0,47352.0
67147,0,2,4.0,74310.0
67149,9,2,0.5,31368.0
67150,16,0,7.0,110563.0
67153,9,1,5.0,45804.0
67155,9,0,4.0,9187.0
67159,9,1,3.0,30624.0
67166,6,0,9.0,23698.0
67168,15,0,19.0,105228.0
67170,6,2,10.0,17656.0
67171,3,1,5.0,80427.0
67180,14,3,9.0,53748.0
67181,9,2,8.0,131172.0
67183,9,2,9.0,39264.0
67187,9,0,2.0,10788.0
67193,5,2,13.0,47990.0
67195,16,0,15.0,75384.0
67198,13,0,6.0,43884.0
67201,6,2,3.0,4644.0
67202,6,2,3.0,7740.0
67203,6,0,11.0,14187.0
67207,9,0,23.0,30000.0
67208,5,1,10.0,204756.0
67209,17,0,4.0,250000.0
67212,16,0,14.0,70358.0
67213,9,1,12.0,77946.0
67214,6,0,4.0,170244.0
67216,9,2,13.0,76788.0
67217,13,1,42.0,35552.0
67218,9,0,2.0,11604.0
67219,16,2,20.0,163331.0
67220,9,1,0.5,13092.0
67221,8,2,7.0,53322.0
67222,8,1,1.0,31992.0
67224,9,2,10.0,120000.0
67225,9,0,15.0,569100.0
67226,5,0,9.0,83182.0
67227,17,1,2.0,72000.0
67229,16,0,10.0,60307.0
67230,9,1,4.0,4920.0
67232,5,1,25.0,76783.0
67233,6,0,3.0,9132.0
67234,9,2,3.0,37404.0
67235,16,0,4.0,66589.0
67236,6,0,3.0,21280.0
67239,8,0,3.0,66119.0
67240,9,3,8.0,44796.0
67242,17,0,4.0,180000.0
67243,12,1,4.0,50123.0
67244,9,3,1.0,70262.0
67245,17,0,8.0,210000.0
67247,9,1,1.0,6012.0
67251,12,1,15.0,106644.0
67253,6,0,10.0,122524.0
67261,0,1,11.0,102618.0
67263,9,0,20.0,36000.0
67264,6,0,7.0,6449.0
67265,1,2,5.0,40956.0
67267,9,1,6.0,25594.0
67268,15,0,4.0,24000.0
67272,1,2,5.0,63986.0
67274,16,0,5.0,113075.0
67277,5,0,9.0,44796.0
67278,13,0,25.0,79236.0
67279,9,3,2.0,5880.0
67280,9,2,2.0,21600.0
67281,9,0,2.0,11364.0
67285,5,1,15.0,149301.0
67288,7,2,8.0,37325.0
67290,16,0,6.0,87948.0
67296,9,0,1.0,9336.0
67297,16,0,9.0,753840.0
67298,10,0,5.0,38856.0
67300,9,0,3.0,6000.0
67301,4,3,15.0,138637.0
67304,6,0,1.0,24505.0
67310,5,1,20.0,102372.0
67313,7,1,4.0,383916.0
67315,6,0,5.0,5417.0
67320,9,0,10.0,114076.0
67323,9,0,4.0,8040.0
67324,9,0,3.0,6936.0
67331,9,2,10.0,74651.0
67332,16,2,2.0,35179.0
67333,16,0,13.0,94230.0
67334,16,2,2.0,37692.0
67335,10,2,3.0,44400.0
67336,6,1,4.0,5417.0
67337,5,0,5.0,53322.0
67341,5,0,10.0,85315.0
67346,9,0,2.0,75186.0
67347,9,2,25.0,94104.0
67348,6,0,3.0,116256.0
67349,5,0,7.0,85315.0
67350,6,0,2.0,5417.0
67351,0,0,25.0,201700.0
67356,1,1,17.0,48624.0
67361,6,1,5.0,32243.0
67363,6,1,3.0,11607.0
67365,9,1,18.0,95976.0
67371,9,0,8.0,44790.0
67372,9,0,5.0,23088.0
67373,9,0,2.0,5688.0
67375,9,2,15.0,111976.0
67379,9,1,9.0,70152.0
67382,17,3,21.0,330000.0
67384,15,0,12.0,18792.0
67385,16,0,11.0,120614.0
67386,9,1,3.0,13992.0
67388,6,0,4.0,7738.0
67390,5,3,5.0,69318.0
67392,5,2,7.0,67186.0
67394,5,1,35.0,106644.0
67395,9,0,10.0,31992.0
67396,7,2,25.0,117308.0
67401,5,2,30.0,95979.0
67402,16,0,19.0,65332.0
67403,7,1,17.0,332724.0
67406,5,1,3.0,54388.0
67407,6,2,5.0,10318.0
67410,12,1,5.0,42657.0
67412,16,0,18.0,50256.0
67413,9,0,8.0,60144.0
67414,9,0,2.0,9684.0
67416,9,0,6.0,45048.0
67417,9,1,1.0,6816.0
67418,4,3,1.0,22572.0
67419,9,2,5.0,48180.0
67420,9,0,5.0,65332.0
67421,12,2,10.0,793428.0
67423,13,0,12.0,75576.0
67428,7,0,19.0,53322.0
67429,7,1,12.0,25596.0
67431,16,1,22.0,144500.0
67433,16,2,4.0,24036.0
67434,16,1,4.0,25128.0
67436,16,0,8.0,145742.0
67438,5,2,16.0,115176.0
67440,7,2,1.0,27727.0
67441,9,2,4.0,58896.0
67442,9,0,5.0,18960.0
67443,9,2,6.0,170196.0
67447,4,2,2.0,38925.0
67449,9,0,0.5,9480.0
67450,9,0,1.0,10836.0
67453,16,0,12.0,85435.0
67454,6,0,3.0,38692.0
67455,16,1,6.0,70358.0
67458,6,0,9.0,30953.0
67459,8,0,5.0,716640.0
67460,16,0,4.0,79153.0
67461,9,0,10.0,48934.0
67462,6,0,10.0,79963.0
67467,9,0,5.0,18372.0
67468,9,0,1.0,20556.0
67469,5,0,7.0,136504.0
67471,6,0,3.0,29664.0
67472,9,3,4.0,44796.0
67474,5,2,8.0,73584.0
67475,9,2,5.0,108780.0
67477,16,0,5.0,61563.0
67478,9,0,6.0,516.0
67479,9,1,8.0,2050.0
67480,10,2,6.0,66600.0
67488,9,2,16.0,91380.0
67489,2,3,26.0,450000.0
67490,6,2,2.0,7738.0
67491,7,1,25.0,73584.0
67492,6,2,4.0,19346.0
67494,9,0,4.0,13644.0
67495,9,1,5.0,36000.0
67496,3,0,29.0,156168.0
67497,9,0,2.0,405612.0
67506,15,0,4.0,11280.0
67508,12,0,9.0,49056.0
67510,16,0,22.0,70358.0
67511,9,0,1.0,2988.0
67513,5,1,11.0,42657.0
67515,9,2,4.0,19200.0
67518,16,0,12.0,53397.0
67519,7,0,5.0,25594.0
67521,5,2,5.0,34548.0
67525,16,2,3.0,50256.0
67527,9,2,1.0,70001.0
67530,8,0,20.0,117308.0
67531,9,2,2.0,42657.0
67534,0,2,40.0,106157.0
67535,7,0,0.5,26661.0
67537,9,3,13.0,12792.0
67539,5,3,15.0,95979.0
67540,2,1,6.0,12468.0
67541,9,2,4.0,86381.0
67542,15,0,2.0,7512.0
67543,9,1,4.0,25104.0
67547,16,0,11.0,96742.0
67549,9,0,10.0,42492.0
67552,16,3,14.0,648300.0
67553,9,0,3.0,51192.0
67554,9,2,10.0,44172.0
67555,4,2,3.0,53300.0
67556,15,0,6.0,36000.0
67557,16,0,6.0,753840.0
67559,8,1,20.0,181300.0
67560,9,2,4.0,5935.0
67561,9,0,15.0,43080.0
67564,14,0,21.0,165471.0
67568,16,1,10.0,72871.0
67575,0,1,37.0,118896.0
67578,5,1,4.0,38388.0
67580,2,0,4.0,14952.0
67582,9,0,12.0,141096.0
67585,16,2,14.0,70358.0
67591,9,2,4.0,37416.0
67594,9,1,7.0,41568.0
67598,5,2,11.0,90647.0
67599,16,0,36.0,30156.0
67601,5,0,11.0,106644.0
67604,11,0,8.0,80526.0
67605,9,2,10.0,69318.0
67606,9,0,5.0,42000.0
67607,16,0,28.0,104281.0
67608,12,2,5.0,27727.0
67609,12,2,3.0,29860.0
67610,16,2,5.0,575928.0
67611,9,2,16.0,10356.0
67612,10,0,18.0,94356.0
67614,4,0,10.0,46923.0
67615,3,1,11.0,142894.0
67616,9,0,7.0,16080.0
67617,17,0,5.0,85000.0
67618,9,2,6.0,26928.0
67620,10,0,21.0,44400.0
67624,0,2,5.0,72894.0
67625,6,2,7.0,19346.0
67626,11,0,2.0,51948.0
67627,5,2,6.0,74651.0
67628,16,0,9.0,50256.0
67629,2,0,5.0,26172.0
67630,17,3,20.0,792000.0
67637,7,3,27.0,74651.0
67638,11,3,19.0,18708.0
67640,16,2,3.0,55942.0
67645,10,2,1.0,45233.0
67647,6,0,3.0,6960.0
67652,8,1,1.0,29436.0
67655,6,0,3.0,10963.0
67657,11,0,1.0,24960.0
67658,5,1,8.0,47990.0
67660,9,2,20.0,40608.0
67661,17,0,1.0,94000.0
67663,16,0,6.0,75384.0
67665,12,1,4.0,28794.0
67667,1,3,6.0,65053.0
67671,9,2,3.0,16632.0
67672,9,1,22.0,23040.0
67673,1,0,3.0,33912.0
67674,9,0,10.0,34126.0
67680,5,3,5.0,68252.0
67684,5,1,18.0,67186.0
67685,6,0,5.0,154764.0
67691,6,0,2.0,19346.0
67693,9,1,4.0,66948.0
67694,9,0,1.0,68832.0
67697,9,0,2.0,23112.0
67698,6,2,11.0,50299.0
67701,5,2,7.0,946992.0
67704,17,0,4.0,154000.0
67707,6,0,8.0,36000.0
67708,9,2,10.0,120000.0
67710,7,2,8.0,37325.0
67713,16,1,2.0,22615.0
67715,2,1,7.0,76031.0
67716,10,2,4.0,23316.0
67718,9,1,5.0,368760.0
67719,9,0,10.0,33600.0
67723,9,0,12.0,748284.0
67725,17,2,3.0,125000.0
67727,3,1,11.0,101509.0
67728,10,2,14.0,26594.0
67729,5,1,5.0,70380.0
67734,2,0,3.0,9972.0
67736,5,2,7.0,68252.0
67737,12,3,1.0,15996.0
67745,16,1,15.0,603072.0
67747,16,1,36.0,69102.0
67749,12,3,3.0,63986.0
67750,17,0,6.0,65000.0
67752,2,0,6.0,21936.0
67756,5,1,18.0,66119.0
67758,17,0,10.0,95000.0
67760,9,0,3.0,1404.0
67763,16,1,3.0,70358.0
67765,9,1,8.0,48540.0
67766,16,1,9.0,100511.0
67768,11,0,13.0,12468.0
67770,9,1,4.0,51072.0
67772,2,2,12.0,83093.0
67776,9,2,20.0,26880.0
67779,17,0,2.0,75000.0
67780,9,0,10.0,19200.0
67781,10,2,11.0,52176.0
67782,17,0,3.0,158000.0
67783,17,0,17.0,185000.0
67786,10,0,5.0,44400.0
67790,17,1,22.0,240000.0
67791,9,2,10.0,65268.0
67793,2,1,0.5,5193.0
67799,2,3,15.0,373920.0
67800,7,2,10.0,780636.0
67801,7,1,5.0,19836.0
67802,17,1,1.0,47000.0
67805,17,0,20.0,105000.0
67807,2,0,10.0,41547.0
67808,0,0,30.0,116772.0
67809,3,1,15.0,93701.0
67811,7,0,9.0,51189.0
67812,15,0,4.0,7512.0
67813,9,0,11.0,24000.0
67814,6,1,3.0,9286.0
67815,5,1,27.0,83182.0
67818,17,0,2.0,200000.0
67821,4,0,3.0,34548.0
67828,17,2,23.0,205000.0
67832,10,2,20.0,41628.0
67833,6,0,10.0,11607.0
67835,5,2,11.0,86381.0
67838,9,2,12.0,21276.0
67840,17,0,16.0,200000.0
67841,14,3,11.0,258549.0
67848,2,2,5.0,6232.0
67849,9,0,1.0,4188.0
67853,16,0,22.0,62820.0
67858,3,1,6.0,74180.0
67860,6,0,3.0,5412.0
67861,17,1,12.0,72000.0
67863,17,0,9.0,102000.0
67864,16,2,27.0,106793.0
67866,9,0,9.0,77652.0
67868,4,0,2.0,20472.0
67871,1,3,22.0,79983.0
67878,16,0,34.0,48999.0
67881,14,0,18.0,129274.0
67882,3,2,26.0,117132.0
67887,9,3,31.0,9036.0
67888,9,0,10.0,85104.0
67894,7,1,12.0,614268.0
67896,4,2,4.0,60787.0
67898,11,3,6.0,144000.0
67901,9,1,10.0,120000.0
67905,17,2,3.0,69000.0
67907,9,0,7.0,43705.0
67911,4,2,1.0,58654.0
67912,17,2,10.0,105000.0
67916,8,0,8.0,63984.0
67917,5,2,6.0,60144.0
67918,2,1,4.0,7271.0
67919,9,2,1.0,28152.0
67920,17,1,20.0,250000.0
67922,2,1,5.0,64812.0
67923,2,1,4.0,19944.0
67924,5,1,5.0,61428.0
67927,9,0,5.0,88150.0
67928,9,3,13.0,132720.0
67934,17,0,1.0,76000.0
67935,17,0,5.0,100000.0
67938,17,0,4.0,110000.0
67942,9,1,3.0,5184.0
67943,7,1,8.0,30927.0
67944,4,0,1.0,10872.0
67946,17,0,1.0,130000.0
67947,9,2,10.0,69318.0
67948,16,1,13.0,125639.0
67949,9,0,8.0,60000.0
67950,9,2,15.0,107496.0
67952,3,1,3.0,62467.0
67953,6,0,2.0,3864.0
67956,16,0,20.0,62820.0
67958,17,0,2.0,80000.0
67962,9,0,13.0,49092.0
67963,9,0,8.0,20400.0
67964,17,2,28.0,140000.0
67967,6,0,9.0,29664.0
67968,6,3,1.0,13056.0
67970,17,2,35.0,130000.0
67971,17,0,0.5,80000.0
67972,17,0,20.0,400000.0
67973,17,0,3.0,177000.0
67974,9,2,2.0,45857.0
67977,7,2,10.0,85315.0
67981,9,2,3.0,24000.0
67984,17,0,3.0,114000.0
67987,16,0,20.0,87948.0
67989,17,0,3.0,103680.0
67991,4,2,6.0,46923.0
67993,2,0,5.0,24924.0
67997,9,3,6.0,78419.0
68002,9,2,10.0,93600.0
68004,9,1,3.0,32478.0
68007,17,0,16.0,110000.0
68009,9,3,6.0,63984.0
68011,17,0,6.0,60000.0
68012,14,2,0.5,72704.0
68015,17,1,5.0,57500.0
68018,2,1,11.0,58560.0
68019,17,0,0.5,156000.0
68021,9,0,16.0,106644.0
68022,17,3,12.0,95000.0
68024,9,1,7.0,38388.0
68026,9,0,2.0,15900.0
68027,5,0,13.0,74651.0
68029,16,3,5.0,65332.0
68031,5,1,2.0,37116.0
68032,17,2,20.0,110000.0
68033,16,0,22.0,94230.0
68037,2,3,10.0,19944.0
68039,10,0,10.0,27750.0
68040,9,0,15.0,62352.0
68044,3,0,4.0,105414.0
68045,9,0,6.0,67548.0
68046,9,0,4.0,42228.0
68047,5,1,13.0,47990.0
68049,2,0,7.0,27420.0
68050,17,0,24.0,205000.0
68051,13,2,15.0,63384.0
68054,9,0,20.0,71976.0
68055,9,1,10.0,30000.0
68058,2,2,10.0,160000.0
68059,6,1,0.5,645.0
68061,6,0,2.0,277797.0
68066,9,2,18.0,128004.0
68070,9,2,4.0,48168.0
68071,17,1,0.5,60000.0
68074,1,1,32.0,266609.0
68077,9,0,1.0,36.0
68078,3,0,1.0,71057.0
68079,17,0,2.0,110000.0
68080,16,3,4.0,54025.0
68083,17,0,20.0,623188.0
68084,2,1,4.0,7476.0
68086,2,0,8.0,33757.0
68087,9,0,25.0,117308.0
68088,2,0,7.0,245000.0
68091,17,0,14.0,230000.0
68093,9,3,5.0,511884.0
68097,9,0,3.0,38400.0
68098,16,1,2.0,20730.0
68100,16,0,3.0,57288.0
68104,12,2,5.0,58654.0
68106,17,0,0.5,55000.0
68108,17,1,10.0,225000.0
68109,17,0,7.0,125000.0
68110,9,1,10.0,42000.0
68111,3,1,7.0,156168.0
68112,2,2,13.0,12468.0
68116,3,1,12.0,128839.0
68117,17,0,6.0,100400.0
68119,9,0,1.0,18792.0
68121,17,2,26.0,300000.0
68128,17,2,3.0,68000.0
68129,2,1,24.0,252.0
68133,11,0,15.0,37404.0
68136,9,2,10.0,58200.0
68137,17,0,3.0,248000.0
68140,3,0,8.0,89797.0
68143,5,1,5.0,86381.0
68145,17,0,0.5,71000.0
68146,6,0,4.0,5159.0
68149,17,2,5.0,183000.0
68152,17,2,6.0,65000.0
68154,12,0,19.0,42657.0
68156,17,3,5.0,165000.0
68158,9,2,5.0,17052.0
68159,10,0,5.0,63828.0
68160,17,0,5.0,140000.0
68161,17,1,17.0,130067.0
68164,17,0,5.0,200000.0
68165,9,2,5.0,56304.0
68166,4,2,5.0,29436.0
68167,9,2,2.0,22764.0
68169,17,1,7.0,122052.0
68170,9,0,5.0,44.0
68175,9,3,12.0,9648.0
68176,3,0,24.0,66372.0
68177,5,3,11.0,95979.0
68178,17,2,18.0,200000.0
68179,3,0,2.0,63248.0
68181,11,2,9.0,27012.0
68182,6,2,1.0,58037.0
68184,17,0,3.0,125000.0
68185,9,1,20.0,50000.0
68186,15,0,1.0,9768.0
68190,17,2,7.0,250000.0
68191,9,0,12.0,41591.0
68192,16,3,17.0,163331.0
68193,16,0,10.0,109306.0
68199,17,1,18.0,150000.0
68200,17,0,10.0,120000.0
68202,17,2,25.0,350000.0
68213,3,0,7.0,42634.0
68223,17,2,12.0,129000.0
68225,8,0,4.0,48624.0
68226,9,2,7.0,36000.0
68227,6,0,1.0,67066.0
68228,10,2,10.0,63828.0
68236,10,2,5.0,20808.0
68238,17,2,18.0,160000.0
68242,10,0,10.0,83256.0
68243,13,2,22.0,85320.0
68247,9,1,3.0,60840.0
68248,17,0,8.0,54000.0
68249,17,0,1.0,120000.0
68251,13,1,13.0,243792.0
68254,17,2,45.0,120000.0
68256,17,1,20.0,255000.0
68257,11,1,6.0,24936.0
68258,17,0,6.0,160000.0
